species,pu,amount
1,299,45900
1,300,1800
1,301,6300
1,302,2700
1,303,20700
1,304,37800
1,305,39600
1,306,162900
1,307,404100
1,308,268200
1,309,73800
1,310,9900
1,311,900
1,312,22500
1,313,55800
1,314,70200
1,315,240300
1,316,2700
1,317,560700
1,318,124200
1,319,143100
1,320,92700
1,321,59400
1,322,293400
1,323,471600
1,324,5400
1,325,8100
1,326,22500
1,327,79200
1,328,2700
1,329,96300
1,330,45000
1,331,243900
1,332,73800
1,333,251100
1,334,289800
1,335,34200
1,336,1800
1,337,26100
1,338,868500
1,339,206100
1,340,756900
1,341,265500
1,342,249300
1,343,94500
1,344,344700
1,345,306900
1,346,62100
1,347,349200
1,348,225000
1,349,312300
1,350,377100
1,351,292500
1,352,844200
1,353,54000
1,354,362700
1,355,126900
1,356,379800
1,357,417600
1,358,23400
1,359,518400
1,360,68400
1,361,505800
1,362,6300
1,363,96300
1,364,634500
1,365,1721700
1,366,83700
1,367,405000
1,368,152100
1,369,7200
1,370,3600
1,371,175500
1,372,14400
1,373,18000
1,374,7200
1,375,900
1,376,2700
1,377,87300
1,378,36900
1,379,900
1,380,54000
1,381,154800
1,382,18900
1,383,17100
1,384,77400
1,385,34200
1,386,65700
1,387,40500
1,388,148500
1,389,88200
1,390,43200
1,391,16200
1,392,72900
1,393,142200
1,394,513000
1,395,31500
1,396,8100
1,397,454500
1,398,290700
1,399,415800
1,400,68400
1,401,117000
1,402,118800
1,403,22500
1,404,900
1,405,18000
1,406,213300
1,407,89100
1,408,26100
1,409,77400
1,410,4500
1,411,28800
1,412,103500
1,413,19800
1,414,6300
1,415,11700
1,416,3600
1,417,26100
1,418,900
1,419,13500
1,420,2700
1,421,37800
1,422,93600
1,423,900
1,424,19800
1,425,319500
1,426,271800
1,427,57600
1,428,517500
1,429,458100
1,430,46800
1,431,2700
1,432,63000
1,433,3600
1,434,29700
1,435,1671300
1,436,413100
1,437,14400
1,438,1800
1,439,59400
1,440,43200
1,441,74700
1,442,16200
1,443,240300
1,444,53100
1,445,464400
1,446,900
1,447,900
1,448,2700
1,449,1800
1,450,45900
1,451,105300
1,452,18900
1,453,102600
1,454,5400
1,455,2700
1,456,30600
1,457,89100
1,458,419400
1,459,252900
1,460,132300
1,461,30600
1,462,73800
1,463,204300
1,464,12600
1,465,57600
1,466,16200
1,467,63900
1,468,16200
1,469,126900
1,470,126000
1,471,900
1,472,14400
1,473,900
1,474,2700
1,475,1800
1,476,1800
1,477,12600
1,478,44100
1,479,2700
1,480,5400
1,481,6300
1,482,7200
1,483,1800
1,484,6300
1,485,35100
1,486,1800
1,487,101700
1,488,9000
1,489,46800
1,490,13500
1,491,7200
1,492,1800
1,493,900
1,494,3600
1,495,1800
1,496,2700
1,497,77400
1,498,2700
1,499,18900
1,500,4500
1,501,2700
1,502,18000
1,503,9000
1,504,45000
1,505,28800
1,506,900
1,507,18900
1,508,503100
1,509,45000
1,510,17100
1,511,900
1,512,69300
1,513,21600
1,514,27900
1,515,61200
1,516,15300
1,517,12600
1,518,7200
1,519,1800
1,520,4500
1,521,57600
1,522,10800
1,523,900
1,524,5400
1,525,1800
1,526,3600
1,528,900
