species,pu,amount
1,150,2727000
1,151,309600
1,152,885600
1,153,459900
1,154,69300
1,155,900
1,156,6300
1,157,765900
1,158,7200
1,159,3474900
1,160,6753600
1,161,20700
1,162,40500
1,163,117000
1,164,3200400
1,165,7587900
1,166,2321100
1,167,5682600
1,168,2231100
1,169,11700
1,170,934200
1,171,5962500
1,172,4161600
1,173,1669500
1,174,207000
1,175,2262600
1,176,11718900
1,177,4023900
1,178,4857300
1,179,4671000
1,180,3519900
1,181,4693500
1,182,4150800
1,183,9539100
1,184,4515300
1,185,999000
1,186,47700
1,187,994500
1,188,161100
1,189,1042200
1,190,3357000
1,191,340200
1,192,6417900
1,193,6052500
1,194,6873300
1,195,1269900
1,196,538200
1,197,8432100
1,198,10443600
1,199,9756000
1,200,73800
1,201,274500
1,202,2700
1,203,1761300
1,204,2314800
1,205,91800
1,206,195300
1,207,236700
1,208,4137300
1,209,6061500
1,210,18000
1,211,9900
1,212,4500
1,213,7197300
1,214,2233800
1,215,2382300
1,216,7973100
1,217,139500
1,218,132300
1,219,5400
1,220,33300
1,221,2439900
1,222,2495700
1,223,750600
1,224,14400
1,225,392400
1,226,280800
1,227,684000
1,228,2160000
1,229,1233000
1,230,730800
1,231,2077200
1,232,1294200
1,233,142200
1,234,228600
1,235,6782400
1,236,8231400
1,237,4590900
1,238,5604300
1,239,4544100
1,240,893700
1,241,814500
1,242,3600
1,243,221400
1,244,2277900
1,245,3883500
1,246,5370300
1,247,665100
1,248,1570500
1,249,1057500
1,250,2918700
1,251,2092500
1,252,2237400
1,253,1020600
1,254,3092400
1,255,596700
1,256,506700
1,257,753300
1,258,1296000
1,259,2290500
1,260,1234800
1,261,383400
1,262,137700
1,263,157500
1,264,456300
1,265,412200
1,266,4800600
1,267,4708800
1,268,187200
1,269,58500
1,270,365400
1,271,912600
1,272,392400
1,273,95400
1,274,1811700
1,275,646200
1,276,212400
1,277,365400
1,278,12600
1,279,2700
1,280,482400
1,281,444600
1,282,1800
1,283,900
1,284,175500
1,285,2392200
1,286,283500
1,287,2448000
1,288,1921500
1,289,2499300
1,290,571500
1,291,1744200
1,292,573300
1,293,186300
1,294,47700
1,295,4500
1,296,333900
1,297,1045800
1,298,14400
1,299,5933700
1,300,5623200
1,301,1673100
1,302,1409400
1,303,4371300
1,304,7228800
1,305,3524400
1,306,599400
1,307,3276900
1,308,811800
1,309,780300
1,310,418500
1,311,23400
1,312,254700
1,313,2787300
1,314,3284100
1,315,7159500
1,316,574200
1,317,252000
1,318,81900
1,319,1210500
1,320,684000
1,321,614700
1,322,49500
1,323,5400
1,324,3600
1,325,3600
1,326,173700
1,327,24300
1,328,38700
1,329,99900
1,330,225000
1,331,6300
1,332,1800
1,333,1818000
1,334,4589100
1,335,2835900
1,336,1814400
1,337,347400
1,338,667800
1,339,2140200
1,340,3231900
1,341,3767400
1,342,231300
1,343,1102500
1,344,3863700
1,345,1038600
1,346,1799100
1,347,2512800
1,348,6309000
1,349,7732800
1,350,4062600
1,351,62100
1,352,954900
1,353,5378400
1,354,4096800
1,355,1985400
1,356,296100
1,357,257400
1,358,346500
1,359,874800
1,360,2885400
1,361,1049400
1,362,2245500
1,363,135000
1,364,615600
1,365,1511100
1,366,594900
1,367,893700
1,368,808200
1,369,2007000
1,370,3144600
1,371,3078900
1,372,61200
1,373,107100
1,374,198900
1,375,177300
1,376,1268100
1,377,5382900
1,378,8788500
1,379,728100
1,380,753300
1,381,73800
1,382,43200
1,383,44100
1,384,441900
1,385,3185100
1,386,1507500
1,387,623700
1,388,2719800
1,389,8710200
1,390,7315200
1,391,9621000
1,392,106200
1,393,148500
1,394,1203300
1,395,2260800
1,396,8100
1,397,3600
1,398,268200
1,399,123300
1,400,301500
1,401,3940200
1,402,18000
1,403,26100
1,404,3125700
1,405,4091400
1,406,416700
1,407,37800
1,408,1930500
1,409,2310300
1,410,94500
1,411,2210400
1,412,301500
1,413,1286100
1,414,3220200
1,415,2165400
1,416,1761300
1,417,3718800
